NR_PEDIDO_PARTICIPA;DT_PESQUISA_SATISFACAO;DS_QUESTAO;DS_ALTERNATIVA
LAI-005198/2023;12/04/2023 15:17;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-004368/2023;12/04/2023 20:50;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005657/2023;12/04/2023 21:44;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005616/2023;13/04/2023 13:48;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-002721/2023;13/04/2023 14:01;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005887/2023;13/04/2023 14:38;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005837/2023;13/04/2023 19:13;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005475/2023;14/04/2023 11:33;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005908/2023;14/04/2023 14:27;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005916/2023;14/04/2023 15:23;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005914/2023;14/04/2023 15:24;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005906/2023;14/04/2023 19:25;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005596/2023;14/04/2023 19:28;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005426/2023;14/04/2023 19:30;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005251/2023;14/04/2023 19:32;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005705/2023;14/04/2023 20:20;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-004996/2023;15/04/2023 11:16;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005337/2023;15/04/2023 20:30;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005619/2023;16/04/2023 00:26;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005818/2023;17/04/2023 14:24;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006091/2023;17/04/2023 17:10;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006106/2023;17/04/2023 18:03;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003104/2023;17/04/2023 23:02;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-004156/2023;18/04/2023 12:24;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006115/2023;18/04/2023 12:27;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005615/2023;18/04/2023 20:26;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005400/2023;19/04/2023 06:15;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005250/2023;19/04/2023 06:18;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005594/2023;19/04/2023 06:34;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005595/2023;19/04/2023 06:38;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005489/2023;19/04/2023 06:40;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006267/2023;19/04/2023 09:22;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-004997/2023;19/04/2023 10:56;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006190/2023;19/04/2023 10:57;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006269/2023;19/04/2023 11:05;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005673/2023;19/04/2023 13:05;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005318/2023;19/04/2023 16:15;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003934/2023;19/04/2023 16:35;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005900/2023;19/04/2023 18:40;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006166/2023;20/04/2023 08:08;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006159/2023;20/04/2023 08:11;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006162/2023;20/04/2023 08:15;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006163/2023;20/04/2023 08:16;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006164/2023;20/04/2023 08:16;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006165/2023;20/04/2023 08:17;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006168/2023;20/04/2023 08:18;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006169/2023;20/04/2023 08:19;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006170/2023;20/04/2023 08:20;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006172/2023;20/04/2023 08:21;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006158/2023;20/04/2023 09:35;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-002790/2023;20/04/2023 16:34;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-001829/2023;20/04/2023 17:34;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005224/2023;22/04/2023 00:05;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005299/2023;23/04/2023 21:21;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006175/2023;24/04/2023 09:38;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006161/2023;24/04/2023 10:18;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003781/2023;24/04/2023 15:45;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-001787/2023;25/04/2023 10:02;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005440/2023;25/04/2023 14:23;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-004684/2023;26/04/2023 07:54;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006414/2023;26/04/2023 10:21;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005959/2023;26/04/2023 13:04;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003348/2023;26/04/2023 15:40;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005452/2023;26/04/2023 16:07;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006263/2023;27/04/2023 00:14;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005605/2023;27/04/2023 09:42;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005877/2023;27/04/2023 12:00;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006454/2023;27/04/2023 12:55;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006208/2023;27/04/2023 17:01;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006426/2023;27/04/2023 21:32;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006118/2023;30/04/2023 12:35;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006465/2023;02/05/2023 10:36;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006732/2023;02/05/2023 14:42;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006660/2023;02/05/2023 17:56;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006765/2023;02/05/2023 20:24;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006538/2023;03/05/2023 14:32;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005018/2023;03/05/2023 15:39;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005332/2023;04/05/2023 08:52;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006372/2023;04/05/2023 08:57;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006189/2023;04/05/2023 11:13;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007010/2023;04/05/2023 12:43;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005840/2023;04/05/2023 15:16;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003920/2023;04/05/2023 15:40;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003215/2023;04/05/2023 16:39;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005578/2023;04/05/2023 18:01;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006319/2023;04/05/2023 20:17;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005358/2023;05/05/2023 08:55;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006794/2023;05/05/2023 11:26;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003056/2023;05/05/2023 13:37;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007048/2023;05/05/2023 15:53;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007176/2023;05/05/2023 16:47;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006148/2023;08/05/2023 10:13;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006729/2023;08/05/2023 12:40;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006773/2023;08/05/2023 14:02;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005624/2023;08/05/2023 17:13;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007214/2023;08/05/2023 17:29;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006436/2023;09/05/2023 00:58;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-003488/2023;09/05/2023 14:06;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007430/2023;09/05/2023 15:24;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007366/2023;10/05/2023 16:00;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-004854/2023;11/05/2023 10:44;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007380/2023;11/05/2023 11:01;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007530/2023;11/05/2023 13:09;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005211/2023;11/05/2023 14:42;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007522/2023;11/05/2023 15:05;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007659/2023;11/05/2023 15:48;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007175/2023;11/05/2023 19:44;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007708/2023;12/05/2023 14:46;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006327/2023;12/05/2023 14:58;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006829/2023;12/05/2023 14:59;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007748/2023;12/05/2023 17:38;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006918/2023;12/05/2023 17:44;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005716/2023;13/05/2023 08:01;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006694/2023;14/05/2023 12:21;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006613/2023;15/05/2023 15:04;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006428/2023;15/05/2023 15:38;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007041/2023;15/05/2023 15:41;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007811/2023;15/05/2023 18:00;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005195/2023;16/05/2023 11:40;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006366/2023;16/05/2023 11:47;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006367/2023;16/05/2023 11:50;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006963/2023;16/05/2023 20:50;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007056/2023;16/05/2023 21:40;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005674/2023;17/05/2023 12:58;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006791/2023;17/05/2023 20:10;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007500/2023;18/05/2023 10:02;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007312/2023;18/05/2023 13:52;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007987/2023;18/05/2023 14:05;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005429/2023;18/05/2023 21:10;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-008027/2023;19/05/2023 09:58;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-008156/2023;19/05/2023 13:36;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-008184/2023;19/05/2023 14:00;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-008183/2023;19/05/2023 17:08;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-008152/2023;20/05/2023 01:35;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006833/2023;21/05/2023 20:06;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007566/2023;22/05/2023 15:13;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006573/2023;22/05/2023 19:59;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-007532/2023;22/05/2023 23:16;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-006648/2023;23/05/2023 08:20;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-001604/2022;29/11/2023 23:20;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
LAI-005153/2023;23/05/2023 12:38;Nos ajude fazendo mais observações de como foi sua experiência aqui.;Subjetiva
