NR_PEDIDO_PARTICIPA;DT_RECURSO;ID_PEDIDO;DS_JUSTIFICATIVA_RECURSO;DS_INSTANCIA;DT_INICIO_PRAZO_RECURSO;DT_TERMINO_PRAZO_RECURSO;RESPOSTAS.DT_RESPOSTA;RESPOSTAS.DS_TIPO_RESPOSTA;RESPOSTAS.DS_CLASSIFICACAO_RESPOSTA;RESPOSTAS.DS_TIPO_CLASSIFICACAO_RESPOSTA
LAI-009564/2023;27/06/2023 14:14;13959;Informação incompleta;Primeira Instância;28/06/2023 00:00;03/07/2023 23:59;03/07/2023 17:02;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-009602/2023;21/06/2023 14:33;13997;Informação incompleta;Primeira Instância;22/06/2023 00:00;26/06/2023 23:59;22/06/2023 17:21;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-009685/2023;24/06/2023 13:05;14080;Informação incompleta;Primeira Instância;26/06/2023 00:00;30/06/2023 23:59;26/06/2023 11:26;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-009732/2023;06/07/2023 16:00;14127;Informação incompleta;Primeira Instância;07/07/2023 00:00;11/07/2023 23:59;11/07/2023 18:32;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-009753/2023;27/06/2023 22:09;14148;Informação incompleta;Primeira Instância;28/06/2023 00:00;03/07/2023 23:59;30/06/2023 19:20;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-009775/2023;14/07/2023 15:23;14170;Informação incompleta;Primeira Instância;17/07/2023 00:00;21/07/2023 23:59;21/07/2023 17:06;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-009777/2023;16/06/2023 15:07;14172;Informação incompleta;Primeira Instância;19/06/2023 00:00;23/06/2023 23:59;21/06/2023 15:49;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-009895/2023;12/08/2023 23:43;14290;Informação incompleta;Primeira Instância;14/08/2023 00:00;18/08/2023 23:59;18/08/2023 16:09;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010001/2023;21/06/2023 18:34;14396;Informação incompleta;Primeira Instância;22/06/2023 00:00;26/06/2023 23:59;23/06/2023 13:50;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010022/2023;12/07/2023 18:50;14417;Informação incompleta;Primeira Instância;13/07/2023 00:00;17/07/2023 23:59;17/07/2023 18:39;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010057/2023;23/06/2023 13:47;14452;Informação incompleta;Primeira Instância;26/06/2023 00:00;30/06/2023 23:59;23/06/2023 16:43;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010059/2023;12/07/2023 08:49;14454;Informação incompleta;Primeira Instância;13/07/2023 00:00;17/07/2023 23:59;17/07/2023 17:27;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010127/2023;05/07/2023 09:20;14522;Informação incompleta;Primeira Instância;06/07/2023 00:00;10/07/2023 23:59;10/07/2023 09:17;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010162/2023;13/07/2023 17:55;14557;Informação incompleta;Primeira Instância;14/07/2023 00:00;18/07/2023 23:59;18/07/2023 17:22;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010628/2023;12/07/2023 07:58;15023;Informação incompleta;Primeira Instância;13/07/2023 00:00;17/07/2023 23:59;14/07/2023 09:59;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010667/2023;18/07/2023 16:19;15062;Informação incompleta;Primeira Instância;19/07/2023 00:00;24/07/2023 23:59;24/07/2023 14:53;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010695/2023;04/07/2023 17:51;15090;Informação incompleta;Primeira Instância;05/07/2023 00:00;10/07/2023 23:59;07/07/2023 15:14;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010784/2023;12/07/2023 17:34;15179;Informação incompleta;Primeira Instância;13/07/2023 00:00;17/07/2023 23:59;17/07/2023 13:15;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010834/2023;14/07/2023 14:28;15229;Informação incompleta;Primeira Instância;17/07/2023 00:00;21/07/2023 23:59;21/07/2023 19:01;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-010941/2023;24/07/2023 17:46;15336;Informação incompleta;Primeira Instância;25/07/2023 00:00;31/07/2023 23:59;26/07/2023 12:07;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011147/2023;14/07/2023 12:42;15542;Informação incompleta;Primeira Instância;17/07/2023 00:00;21/07/2023 23:59;17/07/2023 09:22;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011150/2023;10/07/2023 10:12;15545;Informação incompleta;Primeira Instância;11/07/2023 00:00;17/07/2023 23:59;14/07/2023 09:21;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011233/2023;09/08/2023 17:50;15628;Informação incompleta;Primeira Instância;10/08/2023 00:00;14/08/2023 23:59;14/08/2023 13:44;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011245/2023;10/07/2023 21:25;15640;Informação incompleta;Primeira Instância;11/07/2023 00:00;17/07/2023 23:59;14/07/2023 11:02;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011250/2023;23/07/2023 19:04;15645;Informação incompleta;Primeira Instância;24/07/2023 00:00;28/07/2023 23:59;27/07/2023 17:00;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011308/2023;01/08/2023 20:49;15703;Informação incompleta;Primeira Instância;02/08/2023 00:00;07/08/2023 23:59;07/08/2023 16:57;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011309/2023;01/08/2023 20:29;15704;Informação incompleta;Primeira Instância;02/08/2023 00:00;07/08/2023 23:59;07/08/2023 16:57;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011314/2023;01/08/2023 20:12;15709;Informação incompleta;Primeira Instância;02/08/2023 00:00;07/08/2023 23:59;07/08/2023 16:58;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011339/2023;10/08/2023 20:21;15734;Informação incompleta;Primeira Instância;11/08/2023 00:00;15/08/2023 23:59;15/08/2023 14:19;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011347/2023;01/08/2023 20:05;15742;Informação incompleta;Primeira Instância;02/08/2023 00:00;07/08/2023 23:59;07/08/2023 16:54;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011357/2023;18/07/2023 15:25;15752;Informação incompleta;Primeira Instância;19/07/2023 00:00;24/07/2023 23:59;24/07/2023 15:20;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011388/2023;17/07/2023 22:41;15783;Informação incompleta;Primeira Instância;18/07/2023 00:00;24/07/2023 23:59;21/07/2023 18:18;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011392/2023;13/07/2023 16:28;15787;Informação incompleta;Primeira Instância;14/07/2023 00:00;18/07/2023 23:59;17/07/2023 08:27;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011402/2023;12/07/2023 11:59;15797;Informação incompleta;Primeira Instância;13/07/2023 00:00;17/07/2023 23:59;12/07/2023 17:06;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011411/2023;02/08/2023 17:58;15806;Informação incompleta;Primeira Instância;03/08/2023 00:00;07/08/2023 23:59;07/08/2023 22:19;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011413/2023;02/08/2023 18:03;15808;Informação incompleta;Primeira Instância;03/08/2023 00:00;07/08/2023 23:59;07/08/2023 14:22;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011419/2023;27/07/2023 22:43;15814;Informação incompleta;Primeira Instância;28/07/2023 00:00;01/08/2023 23:59;01/08/2023 15:03;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011420/2023;27/07/2023 23:15;15815;Informação incompleta;Primeira Instância;28/07/2023 00:00;01/08/2023 23:59;28/07/2023 10:27;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011422/2023;17/07/2023 23:23;15817;Informação incompleta;Primeira Instância;18/07/2023 00:00;24/07/2023 23:59;20/07/2023 15:17;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011438/2023;12/07/2023 17:17;15833;Informação incompleta;Primeira Instância;13/07/2023 00:00;17/07/2023 23:59;13/07/2023 09:49;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011534/2023;03/08/2023 11:01;15929;Informação incompleta;Primeira Instância;04/08/2023 00:00;08/08/2023 23:59;08/08/2023 23:31;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011620/2023;02/08/2023 18:37;16015;Informação incompleta;Primeira Instância;03/08/2023 00:00;07/08/2023 23:59;07/08/2023 16:37;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011793/2023;17/08/2023 23:06;16188;Informação incompleta;Primeira Instância;18/08/2023 00:00;22/08/2023 23:59;22/08/2023 11:29;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011794/2023;17/08/2023 22:59;16189;Informação incompleta;Primeira Instância;18/08/2023 00:00;22/08/2023 23:59;22/08/2023 11:31;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011845/2023;21/07/2023 04:40;16240;Informação incompleta;Primeira Instância;24/07/2023 00:00;28/07/2023 23:59;24/07/2023 13:35;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011897/2023;24/07/2023 19:43;16292;Informação incompleta;Primeira Instância;25/07/2023 00:00;31/07/2023 23:59;27/07/2023 11:58;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011908/2023;25/07/2023 10:18;16303;Informação incompleta;Primeira Instância;26/07/2023 00:00;31/07/2023 23:59;26/07/2023 14:09;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011912/2023;07/08/2023 13:19;16307;Informação incompleta;Primeira Instância;08/08/2023 00:00;14/08/2023 23:59;07/08/2023 22:30;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011932/2023;21/07/2023 11:19;16327;Informação incompleta;Primeira Instância;24/07/2023 00:00;28/07/2023 23:59;24/07/2023 16:49;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011942/2023;02/08/2023 15:58;16337;Informação incompleta;Primeira Instância;03/08/2023 00:00;07/08/2023 23:59;07/08/2023 13:40;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011983/2023;22/07/2023 10:27;16378;Informação incompleta;Primeira Instância;24/07/2023 00:00;28/07/2023 23:59;24/07/2023 09:59;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011990/2023;18/08/2023 12:11;16385;Informação incompleta;Primeira Instância;21/08/2023 00:00;25/08/2023 23:59;25/08/2023 17:31;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011992/2023;03/08/2023 15:50;16387;Informação incompleta;Primeira Instância;04/08/2023 00:00;08/08/2023 23:59;04/08/2023 10:08;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-011999/2023;18/08/2023 12:19;16394;Informação incompleta;Primeira Instância;21/08/2023 00:00;25/08/2023 23:59;22/08/2023 10:08;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012003/2023;03/08/2023 15:53;16398;Informação incompleta;Primeira Instância;04/08/2023 00:00;08/08/2023 23:59;07/08/2023 12:13;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012021/2023;18/08/2023 12:30;16416;Informação incompleta;Primeira Instância;21/08/2023 00:00;25/08/2023 23:59;25/08/2023 15:47;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012030/2023;06/08/2023 19:08;16425;Informação incompleta;Primeira Instância;07/08/2023 00:00;11/08/2023 23:59;07/08/2023 08:31;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012034/2023;18/08/2023 12:15;16429;Informação incompleta;Primeira Instância;21/08/2023 00:00;25/08/2023 23:59;25/08/2023 09:15;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012039/2023;24/07/2023 18:14;16434;Informação incompleta;Primeira Instância;25/07/2023 00:00;31/07/2023 23:59;31/07/2023 10:21;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012047/2023;26/07/2023 14:18;16442;Informação incompleta;Primeira Instância;27/07/2023 00:00;31/07/2023 23:59;27/07/2023 15:48;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012053/2023;18/08/2023 12:21;16448;Informação incompleta;Primeira Instância;21/08/2023 00:00;25/08/2023 23:59;24/08/2023 16:30;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012061/2023;04/08/2023 15:03;16456;Informação incompleta;Primeira Instância;07/08/2023 00:00;11/08/2023 23:59;11/08/2023 14:52;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012172/2023;08/08/2023 15:13;16567;Informação incompleta;Primeira Instância;09/08/2023 00:00;14/08/2023 23:59;14/08/2023 13:21;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012189/2023;28/07/2023 13:34;16584;Informação incompleta;Primeira Instância;31/07/2023 00:00;04/08/2023 23:59;04/08/2023 17:07;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012243/2023;21/08/2023 17:14;16638;Informação incompleta;Primeira Instância;22/08/2023 00:00;28/08/2023 23:59;24/08/2023 10:53;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012300/2023;27/07/2023 16:27;16695;Informação incompleta;Primeira Instância;28/07/2023 00:00;01/08/2023 23:59;27/07/2023 17:54;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012306/2023;25/07/2023 17:25;16701;Informação incompleta;Primeira Instância;26/07/2023 00:00;31/07/2023 23:59;28/07/2023 15:00;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012309/2023;28/07/2023 17:45;16704;Informação incompleta;Primeira Instância;31/07/2023 00:00;04/08/2023 23:59;03/08/2023 19:35;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012313/2023;28/08/2023 10:11;16708;Informação incompleta;Primeira Instância;29/08/2023 00:00;04/09/2023 23:59;01/09/2023 16:04;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012492/2023;24/08/2023 18:47;16887;Informação incompleta;Primeira Instância;25/08/2023 00:00;29/08/2023 23:59;29/08/2023 17:38;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012496/2023;28/07/2023 09:45;16891;Informação incompleta;Primeira Instância;31/07/2023 00:00;04/08/2023 23:59;02/08/2023 11:25;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012612/2023;01/08/2023 10:31;17007;Informação incompleta;Primeira Instância;02/08/2023 00:00;07/08/2023 23:59;07/08/2023 12:14;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012628/2023;14/08/2023 16:05;17023;Informação incompleta;Primeira Instância;15/08/2023 00:00;21/08/2023 23:59;21/08/2023 16:12;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012651/2023;01/09/2023 17:48;17046;Informação incompleta;Primeira Instância;04/09/2023 00:00;08/09/2023 23:59;05/09/2023 16:45;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012710/2023;22/08/2023 14:52;17105;Informação incompleta;Primeira Instância;23/08/2023 00:00;28/08/2023 23:59;22/08/2023 15:50;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012784/2023;10/08/2023 19:30;17179;Informação incompleta;Primeira Instância;11/08/2023 00:00;15/08/2023 23:59;14/08/2023 16:34;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012802/2023;15/08/2023 20:39;17197;Informação incompleta;Primeira Instância;16/08/2023 00:00;21/08/2023 23:59;21/08/2023 15:46;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012813/2023;29/08/2023 19:00;17208;Informação incompleta;Primeira Instância;30/08/2023 00:00;04/09/2023 23:59;30/08/2023 14:09;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012854/2023;21/08/2023 16:21;17249;Informação incompleta;Primeira Instância;22/08/2023 00:00;28/08/2023 23:59;28/08/2023 09:40;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012858/2023;18/08/2023 10:42;17253;Informação incompleta;Primeira Instância;21/08/2023 00:00;25/08/2023 23:59;25/08/2023 15:05;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012884/2023;22/08/2023 13:18;17279;Informação incompleta;Primeira Instância;23/08/2023 00:00;28/08/2023 23:59;28/08/2023 18:36;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012942/2023;12/09/2023 22:05;17337;Informação incompleta;Primeira Instância;13/09/2023 00:00;18/09/2023 23:59;15/09/2023 10:02;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012946/2023;11/09/2023 22:33;17341;Informação incompleta;Primeira Instância;12/09/2023 00:00;18/09/2023 23:59;15/09/2023 09:20;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012949/2023;04/08/2023 09:25;17344;Informação incompleta;Primeira Instância;07/08/2023 00:00;11/08/2023 23:59;04/08/2023 14:47;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-012956/2023;21/08/2023 12:30;17351;Informação incompleta;Primeira Instância;22/08/2023 00:00;28/08/2023 23:59;28/08/2023 09:15;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-013020/2023;15/08/2023 10:14;17415;Informação incompleta;Primeira Instância;16/08/2023 00:00;21/08/2023 23:59;21/08/2023 10:58;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
LAI-013240/2023;21/08/2023 16:51;17635;Informação incompleta;Primeira Instância;22/08/2023 00:00;28/08/2023 23:59;25/08/2023 14:24;Resposta do Recurso de Primeira Instância;Deferido;Respostas Para Recursos
